product_id,メーカー,ブランド名,アイテムカテゴリ,ベストコスメ,ランキングIN
10231943,Laka COSMETICS,Laka,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10210920,アモーレパシフィックジャパン,LANEIGE(ラネージュ),ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10210822,PERENNE BELL(ペレンベル),SOMEBYMI(サムバイミー),スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10222984,B-BRO,hash,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > クリーム・ジェルファンデーション,,
10196869,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10265838,アモーレパシフィックジャパン,AESTURA,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10247960,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10163681,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10183931,Laka COSMETICS,Laka,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
302887,スティラ コスメティックス,スティラ,香水・フレグランス > 香水・フレグランス(レディース・ウィメンズ),,
10200326,Hummingavis,STEAMBASE,スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10158526,RAPHAS,アクロパス,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10201460,NATURE REPUBLIC,ネイチャーリパブリック,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10235414,ライトハウスコスメティック,VARI:HOPE,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10169824,nature&nature Japan,SECRETMUSE,スキンケア・基礎化粧品 > 洗顔料 > 洗顔フォーム > スキンケア・基礎化粧品 > クレンジング > クレンジングジェル,,
10248293,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム > スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック > スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,,
10253191,ミシャ ジャパン,MISSHA（ミシャ）,スキンケア・基礎化粧品 > 洗顔料 > 洗顔フォーム,,
10200856,ダイヤコーポレーション,MEGOOD BEAUTY,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10211552,アモーレパシフィックジャパン,エチュード,メイクアップ > チーク > パウダーチーク,,
10191620,CLIO COSMETICS,CLIO,メイクアップ > アイシャドウ > パウダーアイシャドウ > コフレ・キット・セット > メイクアップキット・パレット,,
10226921,アモーレパシフィック(海外),ミジャンセン,ヘアケア・スタイリング > スペシャルヘアケア > アウトバストリートメント,,
10239857,LAB & Company Inc.,SKIN＆LAB(スキンアンドラブ),スキンケア・基礎化粧品 > 目元・口元スペシャルケア > アイケア・アイクリーム,,
10207576,VIVAWAVE,hince,メイクアップ > ネイル・ネイルケア > マニキュア,,
10234044,Dasique,dasique,ベースメイク > 化粧下地・コンシーラー > コンシーラー,,
10183817,BekeiKorea,KLAVUU(クラビュー),ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10058169,アモーレパシフィックジャパン,アモーレパシフィック,ベースメイク > 化粧下地・コンシーラー > 化粧下地 > ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10216268,TIRTIR,TIRTIR,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10137794,マックプランニング,ホリカホリカ,ボディケア・オーラルケア > デイリーボディケア > ボディローション・ミルク,,
10186118,NEOPHARM,Real Barrier,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム,,
10181083,CLIO COSMETICS,CLIO,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
264505,スティラ コスメティックス,スティラ,メイクアップ > ネイル・ネイルケア > マニキュア,,
2885665,スティラ コスメティックス,スティラ,メイクアップ > 口紅・グロス・リップライナー > 口紅,,
10233294,魔女工場,manyo,スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10177538,ウィッシュカンパニー,"クレアス(Dear,Klairs)",ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10252811,BRAND501,Dr.Melaxin,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液 > スキンケア・基礎化粧品 > 目元・口元スペシャルケア > アイケア・アイクリーム,,
2945772,ドドジャパン,パルガントン,ベースメイク > フェイスパウダー > ルースパウダー,,
346473,ザ・フェイスショップ,ザ・フェイスショップ,スキンケア・基礎化粧品 > パック・フェイスマスク > 洗い流すパック・マスク,,
10236448,iFAMILYSC,rom&nd,ベースメイク > ファンデーション > リキッドファンデーション > ベースメイク > ファンデーション > その他ファンデーション,,
10252737,MBX,i’m meme(アイムミミ),メイクアップ > アイシャドウ > ジェル・クリームアイシャドウ,,
2885952,スティラ コスメティックス,スティラ,ベースメイク > ファンデーション > パウダーファンデーション,,
10252202,VT COSMETICS,VT(ブイティー),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10248713,SamchicCosmetics,SAM'U,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10218637,Seorin Company,ROUND LAB,日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10261392,ミシャ ジャパン,MISSHA（ミシャ）,スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10260581,COSRX,COSRX(コスアールエックス),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10162888,アモーレパシフィックジャパン,エチュード,ベースメイク > ファンデーション > リキッドファンデーション,,
337422,スティラ コスメティックス,スティラ,コフレ・キット・セット > メイクアップキット・パレット,,
10240061,フォーカンパニー,Abib,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10232259,OU INTERNATIONAL,One-day's you(ワンデイズユー),スキンケア・基礎化粧品 > 化粧水 > 化粧水,,
10222924,魔女工場,manyo,ベースメイク > 化粧下地・コンシーラー > 化粧下地 > 日焼け対策・UVケア > 日焼け止め・UVケア(顔用),,
10133335,アモーレパシフィックジャパン,エチュード,ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10227575,Dasique,dasique,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10260700,CLIO COSMETICS,peripera,メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10240079,ISAMOGU,LACTOMEDI,ボディケア・オーラルケア > その他ボディケア > その他ボディケア,,
10243872,OLIVE INTERNATIONAL,milktouch,メイクアップ > マスカラ > マスカラ,,
10258522,CLIO COSMETICS,twinkle pop,メイクアップ > アイシャドウ > パウダーアイシャドウ,,
10253143,APR JAPAN,MEDICUBE(メディキューブ),スキンケア・基礎化粧品 > 化粧水 > ブースター・導入液,,
10137760,セキド,MEDIHEAL(メディヒール),スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10252056,Rainmakers,Wonjungyo,メイクアップ > 口紅・グロス・リップライナー > 口紅,,
10242175,アモーレパシフィックジャパン,HERA,メイクアップ > 口紅・グロス・リップライナー > 口紅 > メイクアップ > 口紅・グロス・リップライナー > リップグロス,,
10196676,iFAMILYSC,rom&nd,ベースメイク > フェイスパウダー > プレストパウダー,,
10237445,フードコスメ,colorgram,スキンケア・基礎化粧品 > 乳液・美容液など > フェイスクリーム > ベースメイク > 化粧下地・コンシーラー > 化粧下地,,
10219079,PERENNE BELL(ペレンベル),SOMEBYMI(サムバイミー),スキンケア・基礎化粧品 > 乳液・美容液など > 美容液,,
10242401,BANOBAGI,BANOBAGI,スキンケア・基礎化粧品 > パック・フェイスマスク > シートマスク・パック,,
10166124,アリエルトレーディング,FEMMUE（ファミュ）,スキンケア・基礎化粧品 > 洗顔料 > その他洗顔料 > スキンケア・基礎化粧品 > クレンジング > その他クレンジング,,
10179985,ポップベリー,ペリペラ,メイクアップ > マスカラ > マスカラ,,
10212472,ミシャ ジャパン,MISSHA（ミシャ）,ベースメイク > フェイスパウダー > ルースパウダー > ベースメイク > フェイスパウダー > プレストパウダー > スキンケア・基礎化粧品 > その他スキンケア > その他スキンケア,,
10213893,NEOPHARM,Derma:B,ボディケア・オーラルケア > デイリーボディケア > ボディローション・ミルク,,
