플랫폼,브랜드,제품명,순위,대분류,중분류1,중분류2,중분류3,평점,후기 수,가격
코스메,브이티코스메틱,Shikarechi A Cream 0.05,603,스킨케어,스킨케어,크림,크림,4.9,132,2730
코스메,23yearsold,Heart Leaf Sin Cover Cushion,604,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.3,132,2800
코스메,알페이스+,Crystal Moisture,605,스킨케어,마스크팩,마스크팩,마스크팩,5.1,131,1100
코스메,패이션,Nosca9 T Serum S,606,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.8,131,2640
코스메,더샘,Cover Perfection Ideal Concealer Duo,607,베이스메이크업,베이스메이크업,컨실러,컨실러,4.6,131,0
코스메,닥터자르트,Ceramidine Skin Barrier Moisturizing Cream,608,스킨케어,스킨케어,크림,크림,5.4,130,5280
코스메,셀리맥스,Noni Moisture Balancing Toner,609,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,4.5,130,2750
코스메,메디큐브,Deep Vita C Ampoule 2.0,610,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.6,130,5060
코스메,바노바기,Alpha radian stone up cream,611,스킨케어,스킨케어,크림,크림,5.6,130,2475
코스메,잇스킨,PRESTIGE Creme d'escargot BB SPF25 PA++,612,베이스메이크업,선케어,선케어,선케어,0,130,0
코스메,메디큐브,Red Acne Peeling Serum,613,스킨케어,클렌징,클렌징,클렌징,5,129,4070
코스메,펨뮤,Rose Softener,614,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.5,129,3960
코스메,JM솔루션,Marine Luminous Moisture Mask Plus Alpha,615,스킨케어,마스크팩,마스크팩,마스크팩,5.8,129,1100
코스메,메디큐브,Red Acne Serum,616,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.4,129,3630
코스메,닥터지,RTX Serum Peptis Shot,617,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.9,129,4279
코스메,삼유,Galactopoaceram,618,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.6,130,2970
코스메,땡큐파머,Rice Pure Essential Toner,619,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,6.2,129,2772
코스메,밀크터치,All Day Skin Fit Milky Glow Cushion,620,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.7,128,2970
코스메,마녀공장,Pure Deep Face Cleanser,621,스킨케어,클렌징,클렌징,클렌징,4.5,128,1320
코스메,네이처리퍼블릭,Wrinkle Vita A Spot Pro,622,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.6,128,3718
코스메,티핏,Layering Fit Glow Cushion EX,623,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.4,128,2420
코스메,라카,Love Silk Blush,624,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,5.4,127,1980
코스메,바닐라코,Prime Primer Classic,625,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,5.5,127,0
코스메,리더스코스메틱,Moisture Control Mask,626,스킨케어,마스크팩,마스크팩,마스크팩,5.1,127,1
코스메,메디큐브,Super deer pad,627,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,6,127,4100
코스메,이니스프리,Tone Up No Sebum Sunscreen SPF50+ PA++++,628,베이스메이크업,선케어,선케어,선케어,4.6,127,2200
코스메,에뛰드,Picnic Air Mooth Eyes,629,색조메이크업,아이메이크업,아이섀도우,아이섀도우,6.5,127,880
코스메,미굿뷰티,mgb skin GLOW SUN CUSHION,630,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.7,127,3630
코스메,기버니,Close-up cover foundation,631,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.8,127,6600
코스메,힌스,Dewy Liquid Cheek,632,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,4.7,126,2200
코스메,삼유,PH Sensitive Mask Soothing & Moisture,633,스킨케어,마스크팩,마스크팩,마스크팩,5.6,126,1980
코스메,넘버즈인,No. 3: No foundation ceramic skin tone-up cushion,634,베이스메이크업,선케어,선케어,선케어,5.2,126,2640
코스메,브이티코스메틱,TX toning toner,635,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,5.4,126,2530
코스메,아임미미,I'm Multi-Stick Dual Collector,636,베이스메이크업,베이스메이크업,컨실러,컨실러,5.5,126,2420
코스메,알페이스+,Pure Black,637,스킨케어,마스크팩,마스크팩,마스크팩,4.9,125,1100
코스메,3CE,3CE New Take Eyeshadow Palette,638,색조메이크업,아이메이크업,아이섀도우,아이섀도우,4.9,125,4939
코스메,티르티르,WATERISM GLOW MELTING BALM,639,색조메이크업,립메이크업,립메이크업,립밤,4.9,124,1650
코스메,브이티코스메틱,Shika Collagen Mask,640,스킨케어,마스크팩,마스크팩,마스크팩,4.6,124,2590
코스메,알리타움,Face mist Honey,641,스킨케어,기타,기타,기타,0,124,880
코스메,홀리카홀리카,magic pole mascara,642,색조메이크업,아이메이크업,마스카라,마스카라,0,124,0
코스메,브이티코스메틱,CICA VC Mask,643,스킨케어,마스크팩,마스크팩,마스크팩,4.6,123,759
코스메,바노바기,MILK THISTLE REPAIR CREAM,644,스킨케어,스킨케어,크림,크림,5.7,123,3799
코스메,코스알엑스,RX the Retinol 0.5 Oil,645,스킨케어,기타,기타,기타,4.9,122,2600
코스메,에뛰드,Glow Fixing Tint,646,색조메이크업,립메이크업,립메이크업,립스틱,5.2,122,1485
코스메,3CE,3CE Velvet Lip Tint,647,색조메이크업,립메이크업,립메이크업,립스틱,4.5,122,1969
코스메,클리오,Kill Cover Fanware Cushion All New,648,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.1,122,3740
코스메,설화수,Overnight Vitalizing Mask EX,649,스킨케어,스킨케어,크림,크림,6.5,122,0
코스메,네이처리퍼블릭,Mild & Moisture Aloe Gel,650,스킨케어,스킨케어,크림,크림,5,121,594
코스메,비레인,Milk beans are weakly acidic cleansing,651,스킨케어,클렌징,클렌징,클렌징,4.6,121,1799
코스메,펨뮤,Soft clay velvet mask,652,스킨케어,클렌징,클렌징,클렌징,3.6,121,4620
코스메,VDL,Color Collecting Primer,653,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,5.1,120,3080
코스메,에스트라,Atbaria 365 Hydro Cream,654,스킨케어,스킨케어,크림,크림,5.2,120,3300
코스메,바이:아워,Pore-Out Black Mud Mask,655,스킨케어,클렌징,클렌징,클렌징,5.3,120,440
코스메,원씽,Dokudami Extract Liquid,656,스킨케어,스킨케어,로션,로션,4.6,120,0
코스메,차액박,Pro P V Mist,657,스킨케어,기타,기타,기타,5.2,119,1650
코스메,바이오힐 BOH,Probioderm lifting ampoule,658,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.3,119,3300
코스메,에스쁘아,Pro Tailor Bee Glow Cushion,659,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.9,119,3190
코스메,JM솔루션,Water Luminous S.O.S Ringer Mask Plus Alpha,660,스킨케어,마스크팩,마스크팩,마스크팩,5.7,119,1100
코스메,빌리프,The True Moisturizing Cream,661,스킨케어,스킨케어,크림,크림,5.6,119,4074
코스메,아비브,Gum Sheet Mask Pack Milk Sticker,662,스킨케어,마스크팩,마스크팩,마스크팩,4.8,118,330
코스메,닥터지,Red Blemish Soothing Up Sun,663,베이스메이크업,선케어,선케어,선케어,5.9,118,2600
코스메,라카,Just eyeshadow,664,색조메이크업,아이메이크업,아이섀도우,아이섀도우,4.8,118,1430
코스메,토니모리,Eg Silky Smooth Balm,665,베이스메이크업,베이스메이크업,프라이머/베이스,프라이머/베이스,0,118,25
코스메,네이처리퍼블릭,Collagen Dream 80 Skin Booster,666,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,0,118,0
코스메,원데이즈유,Poacebum powder,667,베이스메이크업,베이스메이크업,파우더/팩트/픽서,파우더/팩트/픽서,5.8,117,4
코스메,클리오,Kill Cover Mesh Glow Cushion,668,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.1,116,4180
코스메,닥터지,The Moisture Barrier D Multibalm,669,스킨케어,스킨케어,크림,크림,6,116,2610
코스메,JM솔루션,H9 Hyaluronic Ampoule Skin Conditioner,670,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,4,116,770
코스메,미샤,Misha Glow Cushion <Cover Type>,671,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.6,115,2640
코스메,넘버즈인,No. 9: Haricare Secret Serum,672,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.4,115,3267
코스메,시오리스,My First Essener,673,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.6,115,4070
코스메,딘토,Blur finish eyeshadow,674,색조메이크업,아이메이크업,아이섀도우,아이섀도우,5.3,114,2860
코스메,아이소이,Bremish Care Upserum,675,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.5,114,5390
코스메,노워터,Deer Arbutin Mask,676,스킨케어,마스크팩,마스크팩,마스크팩,5.8,114,1680
코스메,다시크,Mood Glow Lip Stick,677,색조메이크업,립메이크업,립메이크업,립스틱,4.7,113,1540
코스메,JM솔루션,Honey Luminas Royal Propolis Mask Alpha,678,스킨케어,마스크팩,마스크팩,마스크팩,5.6,113,1100
코스메,티르티르,DAILY CICA AMPOULE MASK,679,스킨케어,마스크팩,마스크팩,마스크팩,4.3,113,2420
코스메,네이처리퍼블릭,Green Derma CICA Essential Pad,680,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.6,112,1870
코스메,카히,WR Bounce Multibalm,681,스킨케어,기타,기타,기타,5.3,112,3190
코스메,바닐라코,Clean It Zero Cleansing Balm Pore Clarifying,682,스킨케어,클렌징,클렌징,클렌징,3.6,112,0
코스메,기버니,Close-up sensitive mascara,683,색조메이크업,아이메이크업,마스카라,마스카라,5.3,112,4
코스메,아비브,Gum Sheet Mask Pack Madecaso Side Sticker,684,스킨케어,마스크팩,마스크팩,마스크팩,5.1,111,330
코스메,롬앤,ROM & HANSULL RASH SERUM,685,색조메이크업,아이메이크업,속눈썹영양제,속눈썹영양제,4.7,111,1760
코스메,이니스프리,No Sebum Moisture Powder S,686,베이스메이크업,베이스메이크업,파우더/팩트/픽서,파우더/팩트/픽서,5.1,111,1100
코스메,에뛰드,Big Cover Fit Concealer,687,베이스메이크업,베이스메이크업,컨실러,컨실러,4.3,111,1045
코스메,삼유,PH Sensitive Cream Mist,688,스킨케어,스킨케어,크림,크림,5.4,110,3300
코스메,아로마티카,Globita C Toning Serum,689,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.5,110,30
코스메,아비브,Horse Dami Spot Pad Calming Touch,690,스킨케어,마스크팩,마스크팩,마스크팩,5,110,2376
코스메,닥터지,Weak acidic cleansing gel foam,691,스킨케어,클렌징,클렌징,클렌징,5.2,110,0
코스메,아임미미,Power Magnet Setting Spray,692,스킨케어,기타,기타,기타,5.7,110,1650
코스메,메디큐브,exosome sciatica ampoule,693,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.5,110,4100
코스메,JM솔루션,Sleeping Pack Hyaluronic,694,스킨케어,클렌징,클렌징,클렌징,0,110,1650
코스메,아이오페,Gluta Vitamin C Toning Ampoule,695,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.9,109,6600
코스메,코퍼,Currypia Mera Cream,696,스킨케어,스킨케어,크림,크림,5.2,109,3289
코스메,DEAR DAHLIA,Skin Luminous Highlighter,697,베이스메이크업,베이스메이크업,블러셔/쉐이딩/하이라이터,블러셔/쉐이딩/하이라이터,6.2,109,3190
코스메,벨리벨리,Collagen Sancerum,698,베이스메이크업,선케어,선케어,선케어,5.3,109,2750
코스메,어뮤즈,Amuse I Vegan Sheer Palette,699,색조메이크업,아이메이크업,아이섀도우,아이섀도우,4.7,109,0
코스메,아이오페,PDRN Caffeine Shot,700,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,6.2,108,0
코스메,펨뮤,Evergrow Cushion SPF25 PA++,701,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.1,108,5082
코스메,브이티코스메틱,Shikavital toner,702,스킨케어,스킨케어,토너/토너패드/스킨,토너/토너패드/스킨,4.4,108,1980
코스메,에뛰드,Double Lasting Foundation,703,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,4.1,108,2200
코스메,홀리카홀리카,Reson Skin Sikam,704,스킨케어,스킨케어,크림,크림,4.4,108,1650
코스메,메디힐,Masking Layering Ampoule Pore Minor Shot,705,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5,108,0
코스메,파파레서피,Bombby Black Honey Mask Pack,706,스킨케어,마스크팩,마스크팩,마스크팩,0,108,3890
코스메,홀리카홀리카,Eggskin Eggsaw,707,스킨케어,클렌징,클렌징,클렌징,0,108,0
코스메,브이티코스메틱,TX Toning Daily Mask,708,스킨케어,마스크팩,마스크팩,마스크팩,5.3,107,2860
코스메,토리든,Dive-in Cream,709,스킨케어,스킨케어,크림,크림,4.9,107,2310
코스메,닥터지,Green Mild Upsamp Plus Stick,710,베이스메이크업,선케어,선케어,선케어,5.2,107,1760
코스메,차액박,Pro P Cream,711,스킨케어,스킨케어,크림,크림,5.3,107,3960
코스메,미샤,Michare Volution/Time The First Treatment Essence RX,712,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,4.7,107,5280
코스메,메디힐,I.P.I. LIGHTMAX AMPOULE MASK EX.,713,스킨케어,마스크팩,마스크팩,마스크팩,5,107,0
코스메,메디힐,N.M.F Aqua AP 2STEP Mask JEX,714,스킨케어,마스크팩,마스크팩,마스크팩,5.5,107,1254
코스메,아르츠인,Silk Serum,715,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.7,107,10242
코스메,리더스코스메틱,AC Clear Control Mask,716,스킨케어,마스크팩,마스크팩,마스크팩,4,107,1
코스메,다시크,V-cut blending shading,717,베이스메이크업,베이스메이크업,파우더/팩트/픽서,파우더/팩트/픽서,4.9,106,0
코스메,벨리벨리,Honey glossy skin cushion foundation,718,베이스메이크업,베이스메이크업,파운데이션/쿠션/BB/CC,파운데이션/쿠션/BB/CC,5.2,106,4730
코스메,스노우2+,AC MA patch,719,스킨케어,마스크팩,마스크팩,마스크팩,5.1,105,2200
코스메,넘버즈인,No. 5: 75% vitamin serum in the mornings and evenings,720,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5,105,2981
코스메,바이:아워,Light White Mud Mask,721,스킨케어,클렌징,클렌징,클렌징,4.7,105,440
코스메,더마펌,[R4] Toning Cream,722,스킨케어,스킨케어,크림,크림,5.6,105,3960
코스메,나인위시즈,Hydra Ampoule 3 Nano Plus,723,스킨케어,스킨케어,에센스/세럼/앰플,에센스/세럼/앰플,5.9,105,2475
코스메,포레스트 바이 그린핑거,Mild Calming Sun Cream,724,베이스메이크업,선케어,선케어,선케어,5.6,105,80
코스메,아나시스,VELA CONTOUR V FIRMING CREAM,725,스킨케어,스킨케어,크림,크림,5.2,105,3850
코스메,애플린,One Piece Eyeshadow Palette,726,색조메이크업,아이메이크업,아이섀도우,아이섀도우,4,105,9
코스메,솜바이미,Miracle Acne Clear Spot Treatment,727,스킨케어,스킨케어,크림,크림,0,105,1991
코스메,메디힐,THE Tea Tree 365 Calming Mask,728,스킨케어,마스크팩,마스크팩,마스크팩,4.8,104,2640
코스메,넘버즈인,No. 3 Silk Beauty Cream,729,스킨케어,스킨케어,크림,크림,5.2,104,3500
코스메,더말,Arbutin Essence Mask,730,스킨케어,마스크팩,마스크팩,마스크팩,6,104,0
코스메,JM솔루션,Centera Care Mask,731,스킨케어,마스크팩,마스크팩,마스크팩,3.5,104,1100
